seed,noV,rhsMin,rhsMax,cMin,cMax,fMin,fMax,supplyNodes,demandNodes, totSupply, avgFC
21894,72,392,784,0,20,14006,42018,3,3,1422.0,3134.45160356
21895,52,957,1914,0,20,12861,38583,3,3,4892.0,2511.66123441
21896,108,342,684,0,20,9546,28638,5,4,2793.0,1910.64446822
21897,56,800,1600,0,20,11166,33498,2,2,3106.0,2036.14916656
21898,82,535,1070,0,20,17491,52473,2,2,1551.0,3291.9684358
21899,44,756,1512,0,20,10861,32583,4,1,4114.0,2826.59084242
21900,106,369,738,0,20,16996,50988,2,2,1078.0,3547.56485851
21901,80,375,750,0,20,19476,58428,5,2,1193.0,4492.90388296
21902,100,324,648,0,20,6336,19008,4,3,1637.0,1272.99449438
21903,98,178,356,0,20,9656,28968,5,3,619.0,1940.38913872
21904,104,959,1918,0,20,8626,25878,2,2,2968.0,1644.19383733
21905,76,271,542,0,20,7926,23778,5,2,705.0,1522.10838377
21906,128,286,572,0,20,10941,32823,4,5,1732.0,2139.79037211
21907,68,713,1426,0,20,13451,40353,3,3,3898.0,2714.39898193
21908,108,503,1006,0,20,7381,22143,5,3,2211.0,1608.42351722
21909,100,98,196,0,20,6246,18738,3,3,440.0,1393.47017832
21910,74,967,1934,0,20,18706,56118,3,2,4999.0,3829.36398469
21911,62,549,1098,0,20,4861,14583,2,2,1324.0,884.726816067
21912,50,608,1216,0,20,7106,21318,4,1,724.0,1378.18110696
21913,22,344,688,0,20,13216,39648,4,2,2136.0,2309.1207352
21914,86,63,126,0,20,16071,48213,3,3,215.0,2984.79690472
21915,26,424,848,0,20,8876,26628,3,3,1534.0,1734.19953313
21916,32,739,1478,0,20,18406,55218,3,2,2256.0,3393.67242202
21917,34,792,1584,0,20,9576,28728,2,1,1086.0,1807.84475237
21918,80,753,1506,0,20,15366,46098,5,5,3934.0,3359.83020918
21919,46,999,1998,0,20,10461,31383,2,1,1341.0,2073.33827628
21920,48,208,416,0,20,7721,23163,1,1,347.0,1532.72424136
21921,78,596,1192,0,20,6216,18648,6,5,4266.0,1195.93747582
21922,86,675,1350,0,20,13521,40563,3,1,3007.0,2889.2647082
21923,78,191,382,0,20,14436,43308,3,1,917.0,3152.72082389
21924,86,286,572,0,20,6596,19788,3,2,601.0,1584.63417788
21925,120,926,1852,0,20,16091,48273,3,2,2388.0,3136.00117885
21926,42,270,540,0,20,6791,20373,4,1,1591.0,1273.47743327
21927,70,321,642,0,20,1006,3018,3,3,1065.0,184.108224773
21928,52,635,1270,0,20,2176,6528,5,1,4290.0,515.81090014
21929,68,922,1844,0,20,1051,3153,2,2,2922.0,215.039093854
21930,82,555,1110,0,20,7206,21618,4,2,3369.0,1324.58123333
21931,104,652,1304,0,20,3176,9528,1,2,1048.0,627.778114215
21932,46,710,1420,0,20,12201,36603,4,4,4241.0,2349.15151608
21933,84,351,702,0,20,11681,35043,6,1,535.0,2177.60955551
21934,66,741,1482,0,20,1726,5178,5,3,5495.0,352.565528436
21935,126,476,952,0,20,1331,3993,6,1,794.0,259.160697366
21936,54,205,410,0,20,2081,6243,4,1,1043.0,370.459270902
21937,54,262,524,0,20,17596,52788,5,2,780.0,3412.99124053
21938,32,839,1678,0,20,13181,39543,3,2,1647.0,2834.58743375
21939,46,898,1796,0,20,14086,42258,4,2,2298.0,2944.21096228
21940,80,354,708,0,20,1841,5523,4,4,2194.0,362.308169864
21941,78,841,1682,0,20,12276,36828,5,2,2456.0,2481.52939983
21942,84,282,564,0,20,15291,45873,5,3,1183.0,2968.98658201
21943,94,621,1242,0,20,386,1158,4,2,1623.0,75.4475639422
21944,94,21,42,0,20,16821,50463,4,5,98.0,3110.60005924
21945,54,571,1142,0,20,19486,58458,3,2,1499.0,3671.47470306
21946,102,244,488,0,20,1831,5493,5,2,500.0,371.742540305
21947,124,151,302,0,20,5871,17613,3,3,495.0,1115.39262921
21948,124,403,806,0,20,7811,23433,4,4,2107.0,1535.49060961
21949,48,784,1568,0,20,4621,13863,3,2,2324.0,939.122931391
21950,102,667,1334,0,20,18651,55953,2,2,1387.0,4180.71578933
21951,36,655,1310,0,20,15531,46593,5,4,3430.0,2852.51140711
21952,46,596,1192,0,20,14096,42288,4,3,3691.0,3515.53314161
21953,100,266,532,0,20,6316,18948,4,3,1445.0,1194.14677499
21954,104,186,372,0,20,6736,20208,2,2,513.0,1321.04937429
21955,38,103,206,0,20,14221,42663,6,1,139.0,2953.39936978
21956,74,638,1276,0,20,16026,48078,3,1,2903.0,3288.56874251
21957,68,470,940,0,20,2496,7488,4,4,2337.0,507.556481349
21958,74,385,770,0,20,19041,57123,2,2,872.0,3745.7243781
21959,58,78,156,0,20,15416,46248,2,2,162.0,2841.44863252
21960,66,460,920,0,20,5751,17253,3,4,2359.0,1187.40418853
21961,34,23,46,0,20,13981,41943,4,3,99.0,3197.28807949
21962,118,860,1720,0,20,18611,55833,4,1,1468.0,3735.94548025
21963,50,107,214,0,20,8241,24723,3,1,164.0,1674.85179815
21964,132,7,14,0,20,9361,28083,5,2,13.0,2008.7016256
21965,96,473,946,0,20,9241,27723,4,2,2674.0,2074.04457297
21966,74,384,768,0,20,8361,25083,4,4,2221.0,1829.82312047
21967,116,551,1102,0,20,14116,42348,4,1,775.0,2632.53077092
21968,40,892,1784,0,20,12541,37623,4,3,3166.0,2623.69621362
21969,50,281,562,0,20,4016,12048,3,2,631.0,755.193772976
21970,124,332,664,0,20,1131,3393,4,5,2169.0,215.445873563
21971,74,907,1814,0,20,2651,7953,2,2,2843.0,490.061086746
21972,44,852,1704,0,20,9361,28083,4,2,5087.0,1832.34209276
21973,114,138,276,0,20,3171,9513,6,2,385.0,557.187659633
21974,30,349,698,0,20,5646,16938,2,2,1178.0,1080.16555503
21975,108,726,1452,0,20,15076,45228,5,2,2183.0,2997.54327953
21976,122,585,1170,0,20,6166,18498,3,1,2936.0,1049.05045022
21977,30,67,134,0,20,776,2328,4,1,98.0,125.495823296
21978,128,928,1856,0,20,15571,46713,3,2,3984.0,3285.07755661
21979,82,934,1868,0,20,8496,25488,4,3,5295.0,1784.86392941
21980,132,768,1536,0,20,13591,40773,3,4,3695.0,2972.67039359
21981,132,654,1308,0,20,10731,32193,5,3,2810.0,2005.2867399
21982,102,380,760,0,20,15611,46833,5,5,2362.0,3115.29752321
21983,80,776,1552,0,20,8221,24663,6,2,6953.0,1526.48591373
21984,72,53,106,0,20,12376,37128,5,2,163.0,2319.73953592
21985,118,84,168,0,20,18276,54828,5,5,515.0,3962.91643662
21986,58,776,1552,0,20,14146,42438,3,2,4287.0,2610.94723816
21987,66,468,936,0,20,19206,57618,4,2,2972.0,3634.12569932
21988,44,167,334,0,20,7401,22203,3,3,770.0,1535.69101611
21989,98,262,524,0,20,15481,46443,4,3,1573.0,2930.45586619
21990,22,285,570,0,20,2841,8523,3,2,1067.0,583.509172786
21991,44,494,988,0,20,7046,21138,4,1,3255.0,1421.72765508
21992,96,279,558,0,20,10476,31428,6,1,412.0,1838.70348445
21993,114,799,1598,0,20,796,2388,3,2,3639.0,153.408334086
21994,98,6,12,0,20,18101,54303,4,3,35.0,3515.41133636
21995,48,731,1462,0,20,15046,45138,8,2,2332.0,2926.61565213
21996,26,748,1496,0,20,10001,30003,2,2,1873.0,2234.69983042
21997,34,793,1586,0,20,15551,46653,4,2,2626.0,3358.48854012
21998,80,56,112,0,20,1601,4803,3,3,189.0,295.200052834
21999,56,850,1700,0,20,10766,32298,2,3,2477.0,2355.12641742
22000,78,358,716,0,20,17821,53463,3,3,1751.0,3456.89024203
22001,118,102,204,0,20,19126,57378,3,1,143.0,3719.76712865
22002,88,84,168,0,20,10931,32793,8,3,948.0,2373.14168978
22003,112,183,366,0,20,4901,14703,3,2,440.0,1015.17791778
22004,86,950,1900,0,20,16296,48888,6,2,2523.0,3087.9363859
22005,112,583,1166,0,20,19756,59268,6,2,1978.0,3860.30480993
22006,84,412,824,0,20,1526,4578,2,2,1119.0,321.96557366
22007,126,100,200,0,20,10961,32883,4,4,552.0,2214.25758052
22008,32,35,70,0,20,16031,48093,6,3,157.0,2895.08509906
22009,76,506,1012,0,20,336,1008,2,2,875.0,66.3054713224
22010,30,810,1620,0,20,3686,11058,5,2,5411.0,693.492673088
22011,44,271,542,0,20,1881,5643,4,3,1633.0,337.103390435
22012,126,197,394,0,20,1476,4428,4,3,663.0,281.463650726
22013,52,199,398,0,20,15181,45543,4,3,652.0,3063.14101211
22014,132,942,1884,0,20,1516,4548,3,2,2354.0,322.236170759
22015,90,238,476,0,20,16036,48108,2,2,701.0,3097.38547493
22016,116,767,1534,0,20,8916,26748,2,2,1560.0,1777.97255207
22017,58,406,812,0,20,1491,4473,3,1,685.0,303.082420135
22018,108,838,1676,0,20,17786,53358,4,3,3477.0,3414.8280549
22019,106,173,346,0,20,1081,3243,4,3,727.0,232.85143013
22020,102,536,1072,0,20,3751,11253,7,3,5953.0,770.140341612
22021,116,488,976,0,20,2241,6723,4,3,3034.0,446.415121091
22022,68,43,86,0,20,6891,20673,3,3,154.0,1463.23474705
22023,32,415,830,0,20,11026,33078,3,1,1720.0,2312.23285807
22024,128,493,986,0,20,15091,45273,4,3,2777.0,2750.78331711
22025,52,981,1962,0,20,911,2733,4,2,2781.0,176.388005474
22026,58,17,34,0,20,276,828,2,3,53.0,55.0577270704
22027,62,220,440,0,20,16181,48543,5,3,1620.0,2951.78169848
22028,94,382,764,0,20,12536,37608,4,3,2019.0,2751.77521338
22029,62,758,1516,0,20,17861,53583,4,4,4668.0,3594.22891673
22030,102,349,698,0,20,3126,9378,1,1,549.0,643.824158086
22031,82,146,292,0,20,6066,18198,3,3,547.0,1029.71177497
22032,100,841,1682,0,20,16751,50253,3,2,2107.0,3286.64461114
22033,96,525,1050,0,20,5101,15303,2,2,1014.0,985.094682089
22034,112,166,332,0,20,16041,48123,4,3,977.0,3211.3357308
22035,114,825,1650,0,20,11581,34743,6,1,1317.0,2412.75800875
22036,122,363,726,0,20,8516,25548,3,2,1780.0,1757.50397437
22037,106,828,1656,0,20,10906,32718,5,2,1906.0,2142.75317523
22038,64,62,124,0,20,12271,36813,3,3,252.0,2598.57416537
22039,30,617,1234,0,20,16491,49473,5,3,4633.0,2878.86881021
22040,56,455,910,0,20,9271,27813,5,2,1212.0,1692.41084665
22041,32,651,1302,0,20,15331,45993,4,5,3901.0,3093.31875892
22042,32,794,1588,0,20,16,48,6,2,2322.0,3.0068807469
22043,56,854,1708,0,20,12536,37608,4,1,1203.0,2289.50265882
22044,46,124,248,0,20,6031,18093,4,1,221.0,1184.02793641
22045,90,953,1906,0,20,17271,51813,5,4,5187.0,3263.45804633
22046,128,808,1616,0,20,17776,53328,4,2,2326.0,3591.16311402
22047,106,261,522,0,20,16176,48528,4,5,1570.0,3358.98021361
22048,56,120,240,0,20,7831,23493,4,2,317.0,1624.71710354
22049,66,392,784,0,20,5546,16638,3,2,1040.0,1211.71626107
22050,36,573,1146,0,20,9371,28113,4,2,1477.0,1622.23290278
22051,82,928,1856,0,20,10336,31008,6,1,1551.0,2165.76741137
22052,88,283,566,0,20,16051,48153,2,2,868.0,3047.74563613
22053,30,95,190,0,20,18906,56718,3,2,195.0,3308.01155031
22054,38,175,350,0,20,10196,30588,3,3,787.0,1769.76158977
22055,124,721,1442,0,20,1221,3663,6,2,6490.0,244.951539318
22056,108,598,1196,0,20,5166,15498,2,3,2179.0,1014.8147832
22057,92,743,1486,0,20,10036,30108,2,2,1407.0,1921.90075315
22058,130,542,1084,0,20,5521,16563,4,1,3658.0,1141.9644489
22059,102,633,1266,0,20,5941,17823,6,4,3739.0,1204.84474436
22060,36,855,1710,0,20,12816,38448,5,3,3606.0,3112.04354688
22061,122,813,1626,0,20,19221,57663,1,2,1425.0,4167.53730624
22062,82,147,294,0,20,5516,16548,4,2,354.0,1068.94602707
22063,108,321,642,0,20,741,2223,6,1,354.0,146.2380785
22064,72,705,1410,0,20,10361,31083,5,3,3091.0,2200.61475359
22065,80,654,1308,0,20,4516,13548,3,3,2662.0,795.812833288
22066,78,798,1596,0,20,6081,18243,4,2,2490.0,1208.13677217
22067,40,810,1620,0,20,6671,20013,6,1,1530.0,1280.40916461
22068,34,768,1536,0,20,17376,52128,4,3,2954.0,3814.44418299
22069,38,543,1086,0,20,1706,5118,4,3,2350.0,306.330323899
22070,132,668,1336,0,20,9886,29658,5,3,5119.0,1938.79172169
22071,92,721,1442,0,20,2966,8898,4,2,2677.0,547.923948968
22072,40,195,390,0,20,18186,54558,2,2,456.0,3595.90492117
22073,60,897,1794,0,20,8086,24258,6,2,2712.0,1632.20385017
22074,98,721,1442,0,20,11551,34653,3,2,3141.0,2498.4328311
22075,68,842,1684,0,20,3101,9303,2,1,1277.0,678.458859921
22076,92,974,1948,0,20,10261,30783,3,3,4828.0,2011.06128519
22077,76,852,1704,0,20,8431,25293,4,1,1520.0,1781.67186682
22078,42,982,1964,0,20,2896,8688,6,2,3331.0,626.716966254
22079,50,307,614,0,20,13216,39648,2,3,1070.0,3337.30920862
22080,128,396,792,0,20,13756,41268,3,2,1998.0,2699.07880851
22081,48,226,452,0,20,12036,36108,4,3,789.0,2080.87144538
22082,46,836,1672,0,20,10541,31623,4,2,4595.0,1784.1257297
22083,104,478,956,0,20,16791,50373,5,2,1094.0,3405.66953396
22084,76,146,292,0,20,7881,23643,1,2,171.0,1431.15779271
22085,52,612,1224,0,20,17691,53073,2,3,2101.0,3767.29532003
22086,30,335,670,0,20,18236,54708,2,2,1279.0,3674.82080105
22087,108,51,102,0,20,15856,47568,3,2,222.0,3490.64743779
22088,122,932,1864,0,20,9311,27933,5,3,3737.0,1757.88573872
22089,82,600,1200,0,20,4081,12243,4,2,3272.0,763.5340093
22090,44,729,1458,0,20,14126,42378,4,2,1900.0,2769.49659332
22091,108,858,1716,0,20,2846,8538,2,1,1469.0,565.241119468
22092,88,888,1776,0,20,18946,56838,5,1,6446.0,4262.08270441
22093,44,608,1216,0,20,5651,16953,6,1,976.0,1231.83959974
22094,124,377,754,0,20,12311,36933,4,1,1775.0,2274.17474263
22095,116,187,374,0,20,8201,24603,2,2,519.0,1721.36098846
22096,78,140,280,0,20,16536,49608,2,1,486.0,3209.92600743
22097,120,331,662,0,20,16871,50613,5,2,2555.0,3102.92550426
22098,78,761,1522,0,20,16766,50298,3,2,3580.0,3286.44756373
22099,40,315,630,0,20,10516,31548,5,2,2616.0,1994.89719476
22100,42,504,1008,0,20,19616,58848,3,2,1423.0,4052.89824079
22101,30,150,300,0,20,756,2268,3,3,573.0,183.415495619
22102,80,758,1516,0,20,18396,55188,3,1,4174.0,3587.62630948
22103,110,693,1386,0,20,14176,42528,4,5,3940.0,2716.45440835
22104,68,896,1792,0,20,19061,57183,3,2,2488.0,3719.09534926
22105,78,314,628,0,20,12431,37293,4,4,1456.0,2624.28284845
22106,106,329,658,0,20,18046,54138,3,4,1647.0,3701.96945692
22107,24,75,150,0,20,19316,57948,6,1,142.0,4269.75536485
22108,70,798,1596,0,20,66,198,4,4,4740.0,11.2341281142
22109,100,581,1162,0,20,19791,59373,4,3,2768.0,3912.14055594
22110,80,710,1420,0,20,14551,43653,2,2,2186.0,3108.1374075
22111,94,399,798,0,20,14716,44148,5,4,2666.0,3166.69615162
22112,112,98,196,0,20,4216,12648,3,2,216.0,717.701761667
22113,70,205,410,0,20,8766,26298,3,3,698.0,1802.26573741
22114,74,199,398,0,20,19376,58128,2,1,475.0,3860.1705125
22115,124,205,410,0,20,8826,26478,4,2,1266.0,1855.87911893
22116,46,24,48,0,20,8896,26688,3,3,76.0,1673.51199968
22117,64,871,1742,0,20,11996,35988,2,3,3326.0,2406.43032709
22118,48,455,910,0,20,5136,15408,7,2,1564.0,935.516588672
22119,90,364,728,0,20,12806,38418,4,3,2260.0,2467.2710734
22120,44,708,1416,0,20,12551,37653,5,5,4106.0,2572.35145611
22121,110,584,1168,0,20,14156,42468,3,4,3245.0,2690.18046324
22122,130,392,784,0,20,13331,39993,1,2,718.0,2800.09962343
22123,106,781,1562,0,20,18106,54318,4,2,2199.0,3405.30338072
22124,88,535,1070,0,20,5541,16623,6,3,2868.0,1130.64788247
22125,110,780,1560,0,20,17271,51813,4,2,1973.0,3634.44123667
22126,32,629,1258,0,20,8856,26568,5,2,1926.0,2085.28353816
22127,44,182,364,0,20,301,903,4,2,508.0,72.0043550312
22128,96,396,792,0,20,1381,4143,4,2,1076.0,278.272257833
22129,64,842,1684,0,20,10376,31128,3,3,3069.0,1948.57276456
22130,110,724,1448,0,20,2986,8958,5,2,2222.0,571.28849238
22131,24,275,550,0,20,8191,24573,3,3,1206.0,1355.74063089
22132,22,950,1900,0,20,10511,31533,5,3,4169.0,2511.38131824
22133,88,172,344,0,20,7166,21498,3,3,574.0,1321.87736742
22134,28,374,748,0,20,11306,33918,3,3,1182.0,2193.72711076
22135,24,160,320,0,20,466,1398,5,2,1154.0,69.0395433054
22136,42,32,64,0,20,11196,33588,1,1,40.0,2179.60398886
22137,72,819,1638,0,20,9806,29418,4,1,1314.0,1718.44962468
22138,42,428,856,0,20,13691,41073,4,2,1954.0,2596.34423797
22139,92,880,1760,0,20,2446,7338,3,2,2194.0,461.615972338
22140,82,594,1188,0,20,13241,39723,4,5,3670.0,2515.65252251
22141,48,4,8,0,20,6471,19413,4,3,10.0,1175.58596699
22142,100,799,1598,0,20,14926,44778,8,1,10987.0,2844.2847634
22143,132,929,1858,0,20,6881,20643,1,1,1098.0,1336.18169025
22144,82,836,1672,0,20,4786,14358,3,3,3411.0,1072.67810688
22145,32,273,546,0,20,10201,30603,2,3,695.0,1780.81954318
22146,48,926,1852,0,20,6266,18798,4,3,3531.0,1233.62207636
22147,92,950,1900,0,20,19831,59493,3,2,4636.0,4255.6586456
22148,94,906,1812,0,20,7926,23778,4,3,4401.0,1453.27441479
22149,118,471,942,0,20,5311,15933,4,3,1887.0,922.476691387
22150,100,520,1040,0,20,13261,39783,5,2,1530.0,2552.29257736
22151,122,584,1168,0,20,2621,7863,2,2,1985.0,529.340054347
22152,108,476,952,0,20,2646,7938,5,2,1319.0,552.059073433
22153,42,873,1746,0,20,17201,51603,3,2,2032.0,3658.72406827
22154,130,411,822,0,20,801,2403,5,2,1206.0,170.212050679
22155,38,836,1672,0,20,12596,37788,2,2,2347.0,2312.97062161
22156,96,480,960,0,20,3926,11778,5,1,881.0,818.243086714
22157,72,833,1666,0,20,13011,39033,5,3,2965.0,2784.71906502
22158,32,492,984,0,20,5636,16908,3,2,1193.0,1036.30631862
22159,78,957,1914,0,20,2411,7233,5,3,7211.0,450.034887497
22160,112,498,996,0,20,18756,56268,3,3,2649.0,3990.45415067
22161,100,925,1850,0,20,5401,16203,5,2,2844.0,1111.24171616
22162,30,161,322,0,20,12071,36213,5,5,1061.0,2072.91425512
22163,26,107,214,0,20,19311,57933,3,2,268.0,3236.74509524
22164,30,3,6,0,20,15266,45798,2,3,9.0,2582.76091995
22165,30,473,946,0,20,8156,24468,5,4,4342.0,2039.90989842
22166,98,384,768,0,20,9196,27588,4,3,2137.0,1946.88270942
22167,92,426,852,0,20,12331,36993,3,3,1118.0,2436.67461289
22168,54,716,1432,0,20,18686,56058,4,2,2098.0,3418.5523039
22169,124,267,534,0,20,15916,47748,3,3,861.0,2898.07983037
22170,26,391,782,0,20,1836,5508,5,4,2901.0,407.188124706
22171,96,632,1264,0,20,2821,8463,3,1,3100.0,538.888625573
22172,66,268,536,0,20,10296,30888,4,3,965.0,2173.2853833
22173,74,479,958,0,20,19301,57903,5,2,1417.0,3869.07604195
22174,62,317,634,0,20,8761,26283,3,2,662.0,1703.92648729
22175,34,614,1228,0,20,6506,19518,3,1,2810.0,1464.58263146
22176,44,924,1848,0,20,751,2253,2,2,2737.0,171.229243695
22177,26,372,744,0,20,3296,9888,4,3,2120.0,649.344269213
22178,128,768,1536,0,20,11671,35013,3,2,3423.0,2425.51456157
22179,88,983,1966,0,20,2601,7803,2,2,2059.0,494.49135812
22180,58,27,54,0,20,2076,6228,3,2,88.0,433.266815639
22181,54,59,118,0,20,7701,23103,4,2,119.0,1647.49225468
22182,60,103,206,0,20,11691,35073,3,2,497.0,2510.48075036
22183,54,440,880,0,20,13906,41718,2,2,1408.0,2801.93126595
22184,114,787,1574,0,20,12981,38943,2,2,2811.0,2739.18994629
22185,66,496,992,0,20,8306,24918,5,3,3540.0,1604.24382925
22186,24,939,1878,0,20,9796,29388,5,2,2136.0,1800.74032291
22187,76,982,1964,0,20,7481,22443,2,3,3219.0,1591.11343803
22188,114,10,20,0,20,18436,55308,4,1,15.0,4035.57960254
22189,92,42,84,0,20,9481,28443,2,2,116.0,1923.38339166
22190,86,754,1508,0,20,11001,33003,5,4,5278.0,2096.8074452
22191,94,104,208,0,20,17856,53568,3,1,185.0,3302.97727673
22192,38,913,1826,0,20,18326,54978,4,1,6289.0,3457.46610585
22193,72,944,1888,0,20,11561,34683,4,3,3317.0,2354.86513579
22194,26,28,56,0,20,11126,33378,4,4,164.0,2332.79363479
22195,68,603,1206,0,20,18731,56193,5,2,5040.0,3388.42338614
22196,74,300,600,0,20,18886,56658,6,1,471.0,3365.62808359
22197,38,648,1296,0,20,7491,22473,3,3,2790.0,1322.24478051
22198,66,234,468,0,20,16991,50973,4,1,1574.0,3602.55159818
22199,108,738,1476,0,20,8701,26103,4,3,2430.0,1718.29266279
22200,90,370,740,0,20,4206,12618,3,2,843.0,845.163561715
22201,106,317,634,0,20,5116,15348,4,2,1607.0,969.16305316
22202,132,653,1306,0,20,15466,46398,3,2,1607.0,3053.95635879
22203,44,541,1082,0,20,3781,11343,3,2,1437.0,745.592261402
22204,122,95,190,0,20,15236,45708,7,2,315.0,2892.60001926
22205,60,756,1512,0,20,15221,45663,4,2,1674.0,3003.16744784
22206,62,427,854,0,20,3251,9753,5,3,1596.0,642.270500809
22207,64,914,1828,0,20,4386,13158,6,2,2255.0,851.922133198
22208,132,858,1716,0,20,3236,9708,5,3,6544.0,632.853230527
22209,84,759,1518,0,20,18056,54168,4,3,2820.0,3530.51980224
22210,100,949,1898,0,20,14521,43563,5,3,3798.0,2805.00985038
22211,34,342,684,0,20,7871,23613,3,1,1538.0,1542.62571625
22212,114,912,1824,0,20,8176,24528,1,2,1367.0,1540.29716674
22213,110,822,1644,0,20,16121,48363,5,4,3345.0,3290.54040666
22214,124,103,206,0,20,19086,57258,2,2,351.0,3553.38431455
22215,128,724,1448,0,20,1101,3303,4,2,1609.0,202.919036993
22216,60,747,1494,0,20,13471,40413,4,3,4185.0,2674.36313094
22217,78,936,1872,0,20,14501,43503,5,1,989.0,3309.49936053
22218,120,846,1692,0,20,16956,50868,4,2,5144.0,3498.63881995
22219,78,168,336,0,20,1731,5193,7,2,465.0,355.51540366
22220,50,759,1518,0,20,10866,32598,3,3,2902.0,1971.03364495
22221,74,508,1016,0,20,836,2508,6,3,4036.0,167.778368922
22222,88,264,528,0,20,6021,18063,3,2,1320.0,1264.27858063
22223,120,674,1348,0,20,12126,36378,5,2,2075.0,2364.69448644
22224,126,122,244,0,20,4041,12123,3,1,198.0,854.470415923
22225,102,341,682,0,20,14391,43173,3,2,783.0,2607.68209967
22226,46,649,1298,0,20,2956,8868,3,3,2632.0,634.47969122
22227,96,136,272,0,20,8436,25308,4,3,484.0,1733.971352
22228,38,623,1246,0,20,16531,49593,4,2,1701.0,3121.33374579
22229,86,405,810,0,20,6821,20463,4,1,453.0,1396.05117013
22230,72,562,1124,0,20,5516,16548,5,1,914.0,1173.53966836
22231,120,282,564,0,20,2186,6558,3,4,1400.0,401.771937364
22232,78,941,1882,0,20,19501,58503,4,2,6077.0,4005.63831519
22233,24,686,1372,0,20,3636,10908,7,1,1051.0,540.204294671
22234,34,61,122,0,20,526,1578,5,3,554.0,117.047376169
22235,62,870,1740,0,20,1871,5613,5,4,6875.0,371.050341861
22236,132,786,1572,0,20,2891,8673,4,2,1490.0,620.920602727
22237,124,482,964,0,20,5961,17883,3,2,1088.0,1264.68198395
22238,52,34,68,0,20,19911,59733,3,4,136.0,4299.12973896
22239,62,413,826,0,20,19211,57633,3,1,2289.0,3542.48673683
22240,40,478,956,0,20,16991,50973,6,2,1303.0,2911.25481883
22241,130,599,1198,0,20,18611,55833,1,2,1150.0,4011.2559527
22242,104,520,1040,0,20,6521,19563,4,1,775.0,1240.46643464
22243,24,639,1278,0,20,4206,12618,2,2,1277.0,898.276411813
22244,92,670,1340,0,20,661,1983,2,2,2102.0,132.571459829
22245,106,710,1420,0,20,17331,51993,3,1,1200.0,3612.21079409
22246,30,870,1740,0,20,7041,21123,5,2,2421.0,1384.03674852
22247,50,118,236,0,20,16901,50703,3,2,376.0,3365.13166865
22248,126,207,414,0,20,5041,15123,2,3,656.0,1016.64997462
22249,82,503,1006,0,20,15971,47913,4,4,2422.0,3403.87870339
22250,114,885,1770,0,20,7311,21933,3,3,3308.0,1559.08515327
22251,70,368,736,0,20,13091,39273,6,1,639.0,2382.01050524
22252,34,804,1608,0,20,13011,39033,6,3,7279.0,3606.02801135
22253,74,660,1320,0,20,2366,7098,4,1,1203.0,483.74783711
22254,86,628,1256,0,20,8466,25398,5,2,2157.0,1798.7655769
22255,24,834,1668,0,20,12446,37338,3,2,1694.0,2642.71013609
22256,52,987,1974,0,20,3261,9783,1,1,1149.0,741.495594872
22257,58,516,1032,0,20,2306,6918,2,2,1165.0,480.773513183
22258,100,958,1916,0,20,10376,31128,5,3,4466.0,2151.63230983
22259,114,682,1364,0,20,12861,38583,5,2,1707.0,2418.28783909
22260,24,685,1370,0,20,3731,11193,4,3,3318.0,774.120011339
22261,96,571,1142,0,20,11191,33573,4,3,2042.0,2200.08467456
22262,66,480,960,0,20,14221,42663,3,4,2260.0,2691.99668373
22263,124,264,528,0,20,2401,7203,3,2,618.0,456.192195598
22264,96,365,730,0,20,16926,50778,3,2,890.0,3168.67358357
22265,118,437,874,0,20,1581,4743,3,3,1700.0,298.626162678
22266,72,270,540,0,20,4881,14643,4,1,388.0,1099.67475894
22267,78,219,438,0,20,13131,39393,2,2,356.0,2654.36510089
22268,132,859,1718,0,20,15016,45048,3,2,3275.0,3164.68040133
22269,124,305,610,0,20,8476,25428,3,2,899.0,1646.88431062
22270,102,927,1854,0,20,16841,50523,4,4,5627.0,3922.57081582
22271,122,562,1124,0,20,11171,33513,3,3,2462.0,2072.65037661
22272,38,385,770,0,20,9176,27528,3,3,1649.0,1803.73727857
22273,56,608,1216,0,20,9071,27213,7,1,6586.0,1828.72683023
22274,76,751,1502,0,20,13371,40113,4,3,3898.0,3057.80650354
22275,84,812,1624,0,20,2311,6933,4,3,2832.0,438.234422643
22276,120,555,1110,0,20,19501,58503,3,3,2373.0,3938.27621691
22277,80,661,1322,0,20,5646,16938,4,2,1346.0,1108.47268354
22278,108,281,562,0,20,2906,8718,3,3,1308.0,576.255966472
22279,28,566,1132,0,20,4926,14778,3,3,2125.0,968.821520353
22280,50,402,804,0,20,11206,33618,5,4,2649.0,2173.63761378
22281,108,117,234,0,20,10076,30228,2,3,335.0,2113.96123013
22282,40,290,580,0,20,1141,3423,4,2,807.0,215.514765324
22283,46,999,1998,0,20,8576,25728,3,2,3455.0,1533.44899636
22284,42,434,868,0,20,4426,13278,4,3,1705.0,697.359920273
22285,124,390,780,0,20,17181,51543,5,1,576.0,3319.06541583
22286,22,727,1454,0,20,18821,56463,4,2,1873.0,3549.83460118
22287,108,988,1976,0,20,11421,34263,3,2,2685.0,2649.27896703
22288,130,705,1410,0,20,3781,11343,5,3,2522.0,832.263361035
22289,38,198,396,0,20,6616,19848,3,3,545.0,1547.24357595
22290,78,10,20,0,20,13361,40083,4,3,33.0,2342.24210414
22291,22,475,950,0,20,15756,47268,7,1,691.0,3773.668384
22292,86,320,640,0,20,19366,58098,5,4,2218.0,3675.0076744
